USER_ID,PRODUCT_ID,GENDER,AGE,OCCUPATION,CITY_CATEGORY,STAY_IN_CURRENT_CITY_YEARS,MARITAL_STATUS,PURCHASE
1005858,P00115842,M,26-35,4,B,1,0,16817
1000184,P00288642,F,26-35,0,C,4+,1,20373
1005100,P00339442,M,51-55,6,B,1,1,20709
1005100,P00012842,M,51-55,6,B,1,1,4372
1005878,P00259942,F,26-35,0,A,4+,1,16639
1005880,P00298442,M,26-35,1,A,1,1,8104
1005894,P00288642,M,36-45,0,C,1,0,16291
1000208,P00200142,M,36-45,17,C,1,1,12442
1005916,P00199642,M,51-55,20,B,1,1,12244
1005916,P00298442,M,51-55,20,B,1,1,12638
1005916,P00327342,M,51-55,20,B,1,1,12293
1000242,P00246942,F,18-25,4,A,3,0,10588
1005140,P00288642,M,26-35,6,B,2,0,16670
1005156,P00171042,M,18-25,14,A,1,1,16657
1005158,P00255842,F,18-25,4,C,4+,0,16497
1005536,P00031142,M,26-35,16,B,2,1,12210
1005550,P00285242,M,36-45,15,B,2,0,10266
1005552,P00332442,M,51-55,7,C,1,1,12314
1005942,P00203142,M,46-50,1,C,4+,0,16853
1005948,P00086942,M,55+,13,B,0,0,20609
1005950,P00246842,M,26-35,4,B,2,1,5453
1005950,P00199842,M,26-35,4,B,2,1,8274
1004800,P00064142,M,18-25,4,A,1,0,8762
1005184,P00348742,M,18-25,20,B,4+,1,20403
1005570,P00090542,M,26-35,1,B,3,0,16511
1005956,P00255842,F,18-25,4,B,2,0,16154
1005960,P00263542,F,46-50,0,C,1,1,16224
1005578,P00263542,F,18-25,1,C,1,1,16190
1005976,P00279442,F,26-35,1,C,2,0,8865
1005990,P00327342,F,26-35,20,B,1,1,12700
1005990,P00331842,F,26-35,20,B,1,1,16617
1004844,P00255842,M,46-50,7,C,4+,1,20943
1005230,P00302642,M,26-35,12,B,4+,0,12896
1005612,P00263542,F,26-35,1,A,2,0,8602
1005618,P00031142,F,18-25,4,B,3,0,16242
1004870,P00298542,F,36-45,3,C,1,1,16854
1005266,P00255842,M,36-45,1,C,1,0,16528
1005630,P00255842,M,36-45,17,B,1,0,8273
1005302,P00325242,F,0-17,10,A,1,0,12441
1005306,P00300042,F,26-35,17,B,4+,0,12810
1005658,P00298442,M,55+,0,B,3,1,20332
1000018,P00028342,F,18-25,3,B,3,0,4797
1005672,P00279442,F,26-35,4,C,4+,1,20750
1004948,P00255842,M,46-50,2,A,1,1,16831
1004948,P00090542,M,46-50,2,A,1,1,12415
1004950,P00355642,M,26-35,16,A,1,1,16384
1005686,P00285242,M,55+,16,A,1,1,5165
1004964,P00052742,M,36-45,0,A,1,1,8565
1004972,P00255842,M,36-45,0,C,2,0,20238
1005364,P00028342,F,26-35,3,A,3,0,8224
1005364,P00207442,F,26-35,3,A,3,0,16697
1004310,P00344542,M,26-35,4,C,2,1,20303
1003370,P00255842,M,18-25,4,C,1,0,16552
1003654,P00255842,M,26-35,17,B,3,1,20566
1003658,P00046942,F,26-35,7,C,4+,0,12891
1003658,P00200142,F,26-35,7,C,4+,0,8634
1003974,P00090542,M,36-45,0,C,1,1,16830
1003976,P00250342,F,26-35,0,B,4+,0,12831
1003978,P00261542,M,36-45,13,C,2,1,20894
1004344,P00199842,M,26-35,1,A,4+,0,16665
1003378,P00255842,M,18-25,4,A,1,0,20746
1003380,P00246942,M,51-55,0,B,2,1,10599
1004010,P00300042,M,26-35,14,C,0,0,12662
1004354,P00331842,M,36-45,14,B,2,0,12157
1004354,P00203142,M,36-45,14,B,2,0,16696
1004354,P00246942,M,36-45,14,B,2,0,12846
1004362,P00255842,M,26-35,17,B,4+,0,16461
1004362,P00115842,M,26-35,17,B,4+,0,12112
1003394,P00255842,M,36-45,7,B,4+,0,16167
1003698,P00263542,M,26-35,7,B,0,0,12341
1004016,P00348742,M,51-55,0,B,1,0,8835
1004016,P00259942,M,51-55,0,B,1,0,12116
1004378,P00284942,M,18-25,17,B,4+,0,12573
1003436,P00115842,M,36-45,0,C,1,0,16332
1003454,P00124642,M,18-25,0,A,1,1,12149
1004048,P00302642,F,36-45,1,B,1,0,8389
1004054,P00265042,M,36-45,3,B,1,0,16658
1004058,P00327342,M,26-35,6,B,3,1,20890
1004062,P00124642,M,26-35,7,C,1,0,12100
1004062,P00250342,M,26-35,7,C,1,0,16394
1004394,P00279442,M,26-35,4,C,1,0,16472
1003464,P00250342,F,26-35,14,B,4+,1,12692
1004066,P00115842,M,26-35,0,C,2,0,12358
1004072,P00246942,M,51-55,6,B,4+,0,7995
1003778,P00046942,M,26-35,0,B,4+,1,12668
1004088,P00255842,M,26-35,3,B,4+,1,12335
1004088,P00001842,M,26-35,3,B,4+,1,8752
1004458,P00031142,F,26-35,4,B,1,0,12326
1004458,P00124642,F,26-35,4,B,1,0,16603
1004470,P00263542,M,36-45,12,C,3,1,12247
1004116,P00255842,M,36-45,7,A,2,0,20248
1004116,P00288642,M,36-45,7,A,2,0,16581
1004126,P00001842,M,26-35,17,B,1,0,16828
1003168,P00250342,F,36-45,5,C,4+,1,16292
1003168,P00265042,F,36-45,5,C,4+,1,8741
1003524,P00046942,F,26-35,0,C,4+,0,16803
1003816,P00255842,F,26-35,3,A,1,1,20349
1003824,P00115842,M,26-35,17,A,3,1,12212
1004152,P00301542,M,26-35,14,C,1,1,4584
1003182,P00263442,M,26-35,12,A,2,1,12714
1003202,P00279442,F,18-25,4,A,1,0,20567
1003526,P00284942,M,36-45,2,B,1,1,12221
1003824,P00202942,M,26-35,17,A,3,1,8574
1003830,P00301542,M,18-25,4,C,1,0,16633
1004162,P00255842,F,26-35,14,B,3,0,20365
1003218,P00255842,M,55+,6,C,4+,1,16444
1003224,P00200342,F,26-35,14,A,3,1,16593
1003562,P00052742,F,26-35,6,B,4+,0,8216
1003850,P00255842,M,18-25,3,B,0,0,20223
1003850,P00301542,M,18-25,3,B,0,0,12471
1003576,P00288642,M,51-55,7,B,3,1,16831
1003860,P00342942,M,46-50,17,C,0,0,10585
1003864,P00331842,M,51-55,20,C,0,1,20922
1004224,P00047742,F,46-50,1,C,1,1,16171
1004238,P00200342,M,36-45,16,B,3,0,16866
1003270,P00115842,M,18-25,11,C,3,1,16844
1003590,P00344542,F,18-25,15,A,1,0,16284
1003600,P00288642,M,36-45,20,B,4+,1,20513
1004268,P00174842,F,46-50,20,B,3,0,8068
1003290,P00250342,M,26-35,14,A,1,0,12560
1003292,P00200542,F,51-55,6,B,3,0,16290
1003618,P00115842,M,55+,17,A,4+,1,12783
1003618,P00200042,M,55+,17,A,4+,1,12780
1003618,P00280342,M,55+,17,A,4+,1,12535
1003620,P00255842,M,26-35,7,A,1,0,16233
1003918,P00250342,M,26-35,18,C,1,0,16471
1003924,P00036442,M,51-55,12,C,1,1,20550
1003924,P00124642,M,51-55,12,C,1,1,12779
1003930,P00288642,M,55+,3,C,0,1,12242
1004274,P00259942,F,46-50,1,C,3,1,4684
1003648,P00064142,M,18-25,4,B,1,0,16494
1003648,P00074042,M,18-25,4,B,1,0,8769
1003648,P00279442,M,18-25,4,B,1,0,8338
1003648,P00259942,M,18-25,4,B,1,0,16343
1003934,P00284942,M,26-35,0,B,2,0,8645
1003940,P00331842,M,36-45,20,B,3,1,20388
1003950,P00312842,M,26-35,4,C,3,0,12387
1004292,P00279442,M,26-35,0,C,3,1,20863
1002570,P00288642,F,55+,14,C,0,1,16171
1002978,P00036442,M,36-45,20,C,1,0,16226
1001778,P00279442,M,18-25,4,B,1,0,12377
1001778,P00052742,M,18-25,4,B,1,0,8183
1001790,P00250342,M,26-35,0,C,1,0,20409
1001790,P00298442,M,26-35,0,C,1,0,16561
1002592,P00339442,M,51-55,7,B,1,1,20307
1002986,P00344542,M,26-35,4,A,2,1,12687
1001812,P00254942,F,26-35,12,A,4+,1,12651
1002118,P00288642,M,26-35,14,A,1,1,12201
1002620,P00255842,M,18-25,4,C,4+,0,20784
1002626,P00255842,M,55+,1,C,3,1,16785
1002636,P00250342,M,18-25,12,C,4+,1,16461
1001836,P00302642,M,26-35,0,A,4+,0,8121
1001846,P00348742,M,46-50,12,B,2,0,16728
1002142,P00152542,F,46-50,14,C,2,1,16732
1003032,P00124642,M,26-35,0,A,1,1,20962
1001866,P00255842,M,26-35,7,A,4+,1,20829
1002670,P00115842,M,36-45,6,B,1,0,16843
1003110,P00255842,M,26-35,0,B,3,1,12851
1003110,P00285242,M,26-35,0,B,3,1,12879
1001880,P00348742,M,36-45,0,B,3,1,16559
1001904,P00265042,M,18-25,1,B,4+,0,8236
1002222,P00259942,F,46-50,1,B,2,1,12356
1002736,P00036442,M,46-50,12,C,4+,0,12402
1002752,P00124642,M,26-35,15,A,2,0,16871
1003080,P00090542,M,26-35,20,A,4+,1,20338
1003080,P00046942,M,26-35,20,A,4+,1,12224
1003082,P00231242,F,36-45,6,B,1,0,8871
1003086,P00355642,M,18-25,12,A,1,1,16219
1002240,P00115842,M,46-50,12,C,0,1,16646
1002240,P00255842,M,46-50,12,C,0,1,12732
1003134,P00301542,M,18-25,4,A,1,1,16392
1003138,P00280342,M,36-45,17,C,2,1,8508
1003138,P00355642,M,36-45,17,C,2,1,16456
1002780,P00280342,M,26-35,17,A,1,0,8369
1002780,P00300042,M,26-35,17,A,1,0,12792
1001640,P00255842,M,36-45,17,C,1,0,16180
1001944,P00279442,F,18-25,4,C,1,0,12886
1001958,P00124642,F,26-35,1,B,3,0,16353
1001958,P00344542,F,26-35,1,B,3,0,16771
1001958,P00074042,F,26-35,1,B,3,0,12752
1001962,P00288642,F,18-25,1,B,0,1,12816
1001962,P00302642,F,18-25,1,B,0,1,12734
1002304,P00344542,M,46-50,12,B,2,1,12388
1002308,P00298442,F,46-50,16,A,3,1,16824
1002318,P00174842,M,55+,7,C,0,1,7718
1002796,P00115842,M,26-35,14,B,3,0,16199
1002802,P00199642,M,36-45,20,B,2,0,16755
1002810,P00263442,F,0-17,10,B,2,0,4354
1001968,P00254942,M,26-35,11,B,2,0,12151
1001980,P00288642,M,36-45,7,A,1,0,12656
1002820,P00355642,F,36-45,0,A,2,0,12816
1002828,P00325242,M,18-25,4,C,2,0,8335
1001676,P00250342,M,18-25,4,B,4+,0,8476
1001676,P00285042,M,18-25,4,B,4+,0,8616
1001680,P00064142,M,26-35,20,A,3,1,4777
1001680,P00259942,M,26-35,20,A,3,1,16653
1001680,P00010142,M,26-35,20,A,3,1,20762
1002000,P00255842,M,18-25,4,C,1,0,16656
1002376,P00300042,M,26-35,1,A,3,0,12113
1002860,P00300042,M,36-45,17,A,2,0,12164
1001688,P00263442,F,18-25,4,C,4+,0,20518
1001702,P00263542,M,18-25,10,C,2,0,20472
1002402,P00311342,M,46-50,17,B,4+,0,10378
1002408,P00259942,F,46-50,1,C,2,1,20559
1002416,P00301542,M,46-50,7,C,3,1,16229
1002022,P00115842,M,26-35,7,C,1,0,16459
1002438,P00288742,M,36-45,1,A,2,0,16588
1002456,P00298442,M,26-35,5,A,1,0,12744
1002040,P00279442,F,26-35,7,C,3,0,16359
1002058,P00250342,F,55+,1,B,1,0,16557
1002058,P00298442,F,55+,1,B,1,0,16754
1002466,P00046942,M,26-35,15,B,4+,0,16606
1002484,P00250342,M,46-50,5,B,0,0,16885
1001748,P00202342,M,51-55,1,A,1,1,16605
1001748,P00342942,M,51-55,1,A,1,1,8109
1002068,P00288642,F,36-45,12,C,2,0,12486
1002072,P00279442,F,51-55,12,C,1,0,16565
1002498,P00277242,M,55+,18,C,1,1,20174
1002504,P00255842,M,26-35,7,A,2,1,20944
1002934,P00344542,F,36-45,20,B,3,0,12837
1001758,P00017842,F,26-35,0,B,1,0,16283
1002092,P00348742,M,55+,1,B,4+,1,12557
1002098,P00046942,M,36-45,20,A,0,1,12655
1002098,P00047742,M,36-45,20,A,0,1,8539
1002100,P00124642,F,26-35,0,C,4+,0,16234
1002100,P00250342,F,26-35,0,C,4+,0,12148
1002526,P00298442,M,55+,13,B,4+,1,16917
1001202,P00115842,M,36-45,12,B,0,0,12765
1000524,P00047742,M,18-25,0,A,0,0,16597
1000524,P00302642,M,18-25,0,A,0,0,8124
1000524,P00231242,M,18-25,0,A,0,0,8417
1000530,P00331842,M,26-35,2,A,1,1,16548
1001222,P00255842,M,36-45,0,C,4+,0,16766
1001238,P00298442,F,36-45,20,A,1,0,16547
1001244,P00047742,M,26-35,4,A,4+,1,12184
1001256,P00348742,M,26-35,20,B,4+,0,20948
1001284,P00277242,M,46-50,16,A,1,1,12756
1001284,P00052742,M,46-50,16,A,1,1,16295
1000204,P00255842,M,26-35,7,B,1,1,20833
1000970,P00327342,M,26-35,0,B,4+,1,16354
1000228,P00115842,M,26-35,15,A,1,0,20742
1000618,P00370142,M,26-35,0,B,3,0,12118
1000624,P00327342,M,26-35,1,B,3,0,16384
1001002,P00255842,M,51-55,11,B,1,0,12900
1001006,P00263442,M,18-25,4,C,4+,0,12686
1001010,P00064142,M,26-35,0,A,1,0,4160
1001010,P00231242,M,26-35,0,A,1,0,12847
1001286,P00279742,M,36-45,17,A,1,0,12732
1000646,P00339442,M,36-45,7,C,2,0,16640
1000654,P00255842,M,51-55,7,C,4+,1,16149
1000666,P00047742,F,18-25,0,C,2,0,12566
1000666,P00300042,F,18-25,0,C,2,0,12518
1001306,P00255842,M,26-35,3,B,3,0,20502
1000284,P00302642,M,26-35,12,B,3,1,8825
1000284,P00263542,M,26-35,12,B,3,1,20653
1000676,P00231242,M,18-25,16,B,1,1,4429
1001340,P00074042,M,26-35,7,A,2,0,4204
1001354,P00124642,F,26-35,2,B,3,0,12484
1001354,P00031142,F,26-35,2,B,3,0,16173
1000306,P00325242,M,18-25,0,C,3,0,16495
1000690,P00300042,M,26-35,12,C,3,0,16258
1000692,P00279442,F,26-35,0,A,0,1,16348
1001068,P00355642,F,18-25,4,B,2,0,4366
1000710,P00012842,M,26-35,20,A,4+,0,8824
1001090,P00288642,M,26-35,7,C,1,1,12556
1006016,P00090542,M,46-50,1,B,1,1,12404
1000352,P00259942,M,18-25,4,A,0,0,8090
1000752,P00263442,F,26-35,3,A,3,0,4832
1006036,P00288642,F,26-35,15,B,4+,1,12749
1006036,P00199642,F,26-35,15,B,4+,1,16781
1006040,P00288642,M,26-35,6,B,2,0,16425
1006040,P00036442,M,26-35,6,B,2,0,16773
1000770,P00359142,M,18-25,4,B,2,1,8334
1000770,P00124642,M,18-25,4,B,2,1,8511
1000026,P00344542,M,26-35,7,B,2,1,16234
1000406,P00288642,M,26-35,20,A,3,0,16200
1000408,P00298442,M,26-35,11,A,0,0,16330
1000422,P00312842,M,55+,17,A,4+,0,16329
1000424,P00288642,M,26-35,17,A,3,0,12158
1000032,P00250342,F,26-35,0,C,3,1,8332
1001146,P00152542,F,18-25,16,B,2,1,12755
1001150,P00031142,F,26-35,20,A,1,0,20708
1000058,P00199642,M,26-35,2,B,3,0,16747
1000060,P00285242,M,51-55,1,C,1,1,13183
1000076,P00115842,M,36-45,7,B,2,1,20682
1000086,P00279442,F,0-17,10,C,3,0,20372
1001170,P00339442,M,55+,3,A,2,1,20416
1000500,P00255842,F,18-25,2,A,0,0,8630
1000854,P00279442,F,26-35,16,B,1,0,12532
1000856,P00288642,F,46-50,6,B,1,0,16719
1001194,P00255842,F,26-35,1,B,1,1,20961
1000146,P00200142,F,36-45,20,B,3,1,20476
1005798,P00300042,M,36-45,0,C,2,1,16191
1005798,P00255842,M,36-45,0,C,2,1,20952
1005824,P00263442,M,18-25,12,B,1,0,8498
1005046,P00199842,M,26-35,16,A,0,0,16581
1005054,P00202942,M,36-45,2,B,0,0,16416
1005066,P00255842,F,26-35,1,C,4+,1,20842
1005468,P00124642,M,26-35,12,A,1,0,16315
1005490,P00255842,M,46-50,17,C,3,0,16661
1005828,P00255842,M,26-35,17,B,1,0,12222
1004680,P00124642,M,36-45,0,B,3,1,16491
1004682,P00115842,M,26-35,7,B,3,1,16331
1004704,P00255842,M,18-25,20,C,1,0,20781
1004708,P00203142,M,26-35,0,B,3,0,20751
1005074,P00261542,M,0-17,0,B,2,0,12775
1005074,P00124642,M,0-17,0,B,2,0,16447
1005080,P00301542,F,51-55,12,B,2,1,16530
1005852,P00255842,F,26-35,1,A,0,1,16508
1005098,P00331842,M,51-55,7,C,4+,1,16699
1005100,P00040942,M,51-55,6,B,1,1,16626
1005100,P00331842,M,51-55,6,B,1,1,20459
1005100,P00174842,M,51-55,6,B,1,1,12955
1005518,P00279442,M,51-55,17,B,3,1,12733
1005528,P00331842,M,51-55,1,C,3,1,20219
1005536,P00301542,M,26-35,16,B,2,1,4094
1005872,P00263542,M,26-35,17,C,1,1,16747
1005878,P00207442,F,26-35,0,A,4+,1,12114
1005880,P00284942,M,26-35,1,A,1,1,8161
1004732,P00288642,M,26-35,14,B,2,1,16447
1004734,P00255842,M,51-55,1,B,1,1,20797
1004748,P00261542,M,46-50,16,B,3,0,20539
1005120,P00255842,M,51-55,7,A,2,0,16809
1005120,P00265042,M,51-55,7,A,2,0,8566
1005126,P00288642,M,26-35,11,B,4+,0,12652
1005948,P00199642,M,55+,13,B,0,0,12462
1005954,P00298542,M,46-50,11,A,2,1,16815
1005954,P00124642,M,46-50,11,A,2,1,12103
1004774,P00331842,M,46-50,14,C,4+,1,20216
1004774,P00231242,M,46-50,14,C,4+,1,12781
1004786,P00288742,M,46-50,6,B,1,1,12710
1004786,P00280342,M,46-50,6,B,1,1,16658
1005146,P00348742,M,55+,1,A,0,0,16412
1005156,P00344542,M,18-25,14,A,1,1,16589
1004796,P00255842,M,36-45,7,A,4+,1,20239
1004808,P00255842,M,36-45,0,A,1,1,20885
1005166,P00279442,M,51-55,6,B,1,1,16763
1005578,P00279442,F,18-25,1,C,1,1,16834
1005594,P00300042,F,46-50,0,B,1,1,12204
1005966,P00255842,F,36-45,9,B,1,1,12846
1004832,P00255842,M,26-35,14,C,1,0,20384
1005226,P00288642,M,36-45,0,B,1,0,12380
1004472,P00231242,F,46-50,16,B,0,1,16295
1004480,P00036442,M,26-35,0,B,1,0,16737
1005272,P00124642,M,26-35,7,A,4+,0,12263
1005658,P00246942,M,55+,0,B,3,1,12895
1004490,P00124642,M,36-45,5,B,1,0,12526
1004490,P00285242,M,36-45,5,B,1,0,7705
1004498,P00255842,M,51-55,7,C,1,1,20915
1004898,P00255842,M,26-35,1,B,1,1,16344
1004898,P00202942,M,26-35,1,B,1,1,16831
1005682,P00115842,M,18-25,0,B,2,0,20876
1005682,P00031142,M,18-25,0,B,2,0,16860
1004508,P00255842,M,26-35,20,A,2,0,16505
1004510,P00174842,M,46-50,7,A,4+,1,8147
1004510,P0098842,M,46-50,7,A,4+,1,8836
1004510,P00302642,M,46-50,7,A,4+,1,12565
1004510,P00332442,M,46-50,7,A,4+,1,8079
1004514,P00298442,M,18-25,3,C,2,1,12534
1005304,P00255842,F,36-45,9,A,4+,1,16710
1004522,P00284242,M,46-50,1,C,0,1,8095
1004524,P00074042,M,26-35,2,A,2,1,8187
1004950,P00250342,M,26-35,16,A,1,1,12561
1005324,P00302642,M,26-35,7,C,0,1,20607
1005342,P00255842,F,36-45,7,B,2,0,20854
1004560,P00203142,M,26-35,0,C,1,0,12792
1005756,P00255842,F,0-17,10,C,1,0,12252
1004578,P00263442,M,26-35,0,A,4+,0,8324
1004584,P00090542,F,46-50,0,C,1,0,20810
1005010,P00285242,M,46-50,15,B,2,1,10251
1005026,P00250342,M,26-35,17,B,1,1,16834
1005788,P00359142,M,26-35,0,A,4+,0,4288
1005038,P00301542,M,26-35,20,B,0,0,8581
1005046,P00298442,M,26-35,16,A,0,0,20893
1005046,P00115842,M,26-35,16,A,0,0,16279
1005426,P00279442,M,26-35,14,C,1,0,16256
1005426,P00300042,M,26-35,14,C,1,0,12886
1005442,P00298442,M,26-35,7,C,3,1,16670
1003690,P00152542,M,18-25,0,B,2,0,12115
1003698,P00263442,M,26-35,7,B,0,0,8134
1003704,P00261542,F,36-45,0,C,4+,1,20945
1004016,P00086942,M,51-55,0,B,1,0,12520
1003034,P00301542,F,18-25,1,C,1,0,4112
1003054,P00090542,M,18-25,4,B,1,1,16517
1003410,P00263542,M,36-45,1,B,3,1,8845
1003716,P00263542,M,18-25,12,B,3,1,20928
1004024,P00263542,M,26-35,5,B,3,1,12628
1003062,P00231242,M,18-25,4,C,2,0,16605
1003080,P00115842,M,26-35,20,A,4+,1,16271
1003424,P00255842,M,26-35,6,C,1,1,20460
1003426,P00001842,M,26-35,20,B,1,0,8721
1004040,P00115842,M,26-35,20,B,2,1,16592
1004052,P00312842,M,26-35,2,B,0,0,12611
1003086,P00255842,M,18-25,12,A,1,1,16378
1003102,P00298442,M,26-35,12,C,3,1,16442
1003454,P00002342,M,18-25,0,A,1,1,12711
1003762,P00200342,M,51-55,6,B,0,1,12169
1004054,P00312842,M,36-45,3,B,1,0,16577
1004054,P00280342,M,36-45,3,B,1,0,16423
1004058,P00124642,M,26-35,6,B,3,1,20525
1003108,P00246942,M,51-55,6,B,1,1,10542
1003132,P00280342,M,36-45,7,C,3,0,16367
1003464,P00001842,F,26-35,14,B,4+,1,20519
1003778,P00207442,M,26-35,0,B,4+,1,12618
1003778,P00002342,M,26-35,0,B,4+,1,8306
1004116,P00047742,M,36-45,7,A,2,0,16342
1003134,P00279442,M,18-25,4,A,1,1,16434
1003168,P00288642,F,36-45,5,C,4+,1,8570
1003476,P00200142,M,51-55,0,B,2,1,20447
1003482,P00255842,M,51-55,17,C,2,1,20632
1003792,P00288642,M,26-35,6,A,1,0,20749
1004072,P00288642,M,51-55,6,B,4+,0,16247
1004084,P00284242,M,55+,13,C,0,0,12703
1003178,P00255842,F,36-45,5,A,4+,0,12227
1003190,P00255842,M,0-17,17,C,2,0,20803
1004088,P00052742,M,26-35,3,B,4+,1,4068
1003200,P00288742,F,26-35,1,B,4+,0,16902
1003526,P00355642,M,36-45,2,B,1,1,8186
1003526,P00300042,M,36-45,2,B,1,1,4798
1003824,P00255842,M,26-35,17,A,3,1,16670
1003830,P00255842,M,18-25,4,C,1,0,16211
1004150,P00355642,M,26-35,0,B,3,0,12689
1004154,P00288642,M,26-35,1,C,0,1,16714
1003224,P00202342,F,26-35,14,A,3,1,16716
1003834,P0098842,M,18-25,2,B,2,0,16388
1003836,P00300042,F,51-55,8,B,1,0,8528
1002864,P00300042,F,36-45,3,C,1,0,12510
1002864,P00255842,F,36-45,3,C,1,0,20550
1003260,P00288642,M,26-35,4,C,2,1,16255
1003260,P00327342,M,26-35,4,C,2,1,16253
1003552,P00355642,F,36-45,2,C,4+,0,8471
1003562,P00250342,F,26-35,6,B,4+,0,12749
1003862,P00255842,M,26-35,17,A,3,0,16871
1003272,P00124642,M,36-45,0,B,1,0,12268
1003576,P00246842,M,51-55,7,B,3,1,10364
1003878,P00302642,M,36-45,16,B,4+,0,16176
1003878,P00047742,M,36-45,16,B,4+,0,20283
1002918,P00255842,M,26-35,12,B,2,0,20547
1003296,P00359142,M,18-25,14,A,1,1,16725
1003600,P00302642,M,36-45,20,B,4+,1,12208
1003600,P00331842,M,36-45,20,B,4+,1,16448
1003914,P00298442,M,36-45,4,C,3,0,16811
1003924,P00255842,M,51-55,12,C,1,1,20236
1003610,P00202942,M,18-25,6,B,4+,0,4771
1003612,P00115842,M,26-35,14,C,1,1,16234
1003618,P00301542,M,55+,17,A,4+,1,8561
1003932,P00288642,M,26-35,7,C,0,1,16718
1002946,P00255842,M,36-45,16,A,0,1,16529
1003342,P00263442,F,26-35,5,C,1,0,16851
1003628,P00250342,M,26-35,7,B,4+,0,16182
1002986,P00259942,M,26-35,4,A,2,1,12193
1002990,P00261542,M,36-45,12,B,1,1,16293
1002990,P00031142,M,36-45,12,B,1,1,16269
1003650,P00047742,M,26-35,0,A,2,0,12442
1003650,P00002342,M,26-35,0,A,2,0,12247
1003650,P00231242,M,26-35,0,A,2,0,16374
1003016,P00263542,M,18-25,12,A,1,0,12545
1003380,P00115842,M,51-55,0,B,2,1,16642
1003682,P00090542,F,51-55,1,C,2,0,20346
1003024,P00355642,M,36-45,17,A,4+,0,16258
1002678,P00288642,M,26-35,6,C,1,1,16326
1002724,P00255842,F,46-50,2,A,3,1,20401
1001904,P00231242,M,18-25,1,B,4+,0,4228
1001912,P00090542,M,26-35,4,A,1,1,16153
1002732,P00255842,M,46-50,17,C,2,1,20479
1002298,P00207442,M,36-45,17,C,4+,0,12889
1002304,P00246942,M,46-50,12,B,2,1,7929
1002752,P00036442,M,26-35,15,A,2,0,12342
1002764,P00288642,M,26-35,7,B,1,0,16361
1002768,P00124642,M,26-35,17,A,1,0,16212
1002304,P00202342,M,46-50,12,B,2,1,12268
1002820,P00327342,F,36-45,0,A,2,0,16292
1002820,P00031142,F,36-45,0,A,2,0,16212
1002820,P00036442,F,36-45,0,A,2,0,16710
1002820,P00279442,F,36-45,0,A,2,0,8836
1001644,P00298442,M,18-25,12,A,2,0,8489
1001644,P00355642,M,18-25,12,A,2,0,16441
1001958,P00250342,F,26-35,1,B,3,0,16392
1001958,P00231242,F,26-35,1,B,3,0,12330
1001962,P00255842,F,18-25,1,B,0,1,20878
1001666,P00300042,M,26-35,14,B,3,0,16731
1002408,P00309342,F,46-50,1,C,2,1,16146
1002408,P00288742,F,46-50,1,C,2,1,16709
1002794,P00261542,M,26-35,2,B,1,1,20580
1001676,P00284942,M,18-25,4,B,4+,0,12899
1001680,P00331842,M,26-35,20,A,3,1,12116
1001680,P00280342,M,26-35,20,A,3,1,20793
1001680,P00279442,M,26-35,20,A,3,1,16878
1001988,P00344542,F,26-35,1,B,2,0,8400
1002010,P00355642,M,18-25,4,B,0,0,4125
1002010,P00279442,M,18-25,4,B,0,0,12227
1001692,P00331842,M,36-45,20,A,4+,1,20511
1002020,P00174842,M,26-35,7,B,0,1,13234
1002446,P00312842,M,18-25,7,B,0,0,16225
1001712,P00200042,M,26-35,0,B,4+,0,12800
1001716,P00279442,M,26-35,0,B,0,0,16730
1002042,P00255842,M,0-17,10,C,4+,0,16620
1002484,P00279442,M,46-50,5,B,0,0,16251
1002490,P00115842,M,26-35,12,B,3,1,16319
1001390,P00344542,M,36-45,16,C,3,1,16685
1001392,P00285242,M,46-50,3,C,1,1,10225
1002498,P00331842,M,55+,18,C,1,1,20417
1002498,P00124642,M,55+,18,C,1,1,16784
1002500,P00246942,M,55+,1,B,1,0,10436
1002514,P00288642,M,55+,14,A,1,1,20921
1002526,P00202342,M,55+,13,B,4+,1,16938
1001412,P00250342,M,26-35,17,C,4+,1,8257
1001422,P00280342,M,36-45,17,B,3,0,12668
1001748,P00331842,M,51-55,1,A,1,1,16407
1001748,P00284342,M,51-55,1,A,1,1,12391
1001752,P00090542,M,26-35,3,B,1,0,12253
1001758,P00288642,F,26-35,0,B,1,0,16755
1001758,P00327342,F,26-35,0,B,1,0,16204
1002072,P00288642,F,51-55,12,C,1,0,20673
1002076,P00263442,M,18-25,4,B,0,1,4237
1002084,P00255842,M,18-25,4,C,2,0,16248
1002084,P00124642,M,18-25,4,C,2,0,16912
1002092,P00285242,M,55+,1,B,4+,1,13018
1002532,P00288642,F,55+,13,C,0,0,16753
1002544,P00046942,M,46-50,1,B,1,0,12836
1001448,P00040942,F,26-35,3,A,1,0,12594
1001448,P00325242,F,26-35,3,A,1,0,12327
1001448,P00132442,F,26-35,3,A,1,0,12627
1002092,P00277242,M,55+,1,B,4+,1,16785
1002098,P00054142,M,36-45,20,A,0,1,8349
1002104,P00231242,M,46-50,15,C,2,1,16152
1002106,P00301542,F,18-25,20,A,3,1,8124
1001798,P00331842,M,46-50,11,C,2,1,16761
1002114,P00255842,M,18-25,18,C,0,0,20174
1002116,P00250342,M,18-25,4,B,4+,1,16758
1002116,P00074042,M,18-25,4,B,4+,1,12373
1002116,P00225442,M,18-25,4,B,4+,1,8663
